licence_ref,licence_ref_n,year,issn,all_published,publisher,journal
http://creativecommons.org/licenses/by/4.0/,13,2015,0003-3472,361,Elsevier BV,Animal Behaviour
http://creativecommons.org/licenses/by/3.0/,4,2015,0003-3472,361,Elsevier BV,Animal Behaviour
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2015,0003-3472,361,Elsevier BV,Animal Behaviour
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2015,0003-3472,361,Elsevier BV,Animal Behaviour
http://doi.wiley.com/10.1002/tdm_license_1.1,112,2015,0003-3804,140,Wiley-Blackwell,Annalen der Physik
http://doi.wiley.com/10.1002/tdm_license_1,28,2015,0003-3804,140,Wiley-Blackwell,Annalen der Physik
http://onlinelibrary.wiley.com/termsAndConditions,27,2015,0003-3804,140,Wiley-Blackwell,Annalen der Physik
http://creativecommons.org/licenses/by/4.0/,1,2015,0003-3804,140,Wiley-Blackwell,Annalen der Physik
http://www.springer.com/tdm,17,2015,0003-4347,36,Springer Nature,annals of telecommunications - annales des télécommunications
http://doi.wiley.com/10.1002/tdm_license_1.1,49,2015,0003-4800,49,Wiley-Blackwell,Annals of Human Genetics
NA,NA,2015,0003-4894,184,SAGE Publications,"Annals of Otology, Rhinology & Laryngology"
http://www.elsevier.com/tdm/userlicense/1.0/,352,2015,0003-4916,352,Elsevier BV,Annals of Physics
http://creativecommons.org/licenses/by-nc-nd/4.0/,15,2015,0003-4916,352,Elsevier BV,Annals of Physics
http://www.elsevier.com/open-access/userlicense/1.0/,9,2015,0003-4916,352,Elsevier BV,Annals of Physics
http://creativecommons.org/licenses/by/4.0/,4,2015,0003-4916,352,Elsevier BV,Annals of Physics
NA,NA,2015,0003-4932,648,Ovid Technologies (Wolters Kluwer Health),Annals of Surgery
NA,NA,2015,0003-4967,4303,BMJ,Annals of the Rheumatic Diseases
NA,NA,2015,0003-598X,205,Antiquity Publications,Antiquity
http://www.springer.com/tdm,57,2015,0003-6072,272,Springer Nature,Antonie van Leeuwenhoek
NA,NA,2015,0003-6811,160,Informa UK Limited,Applicable Analysis
http://www.elsevier.com/tdm/userlicense/1.0/,240,2015,0003-682X,240,Elsevier BV,Applied Acoustics
http://creativecommons.org/licenses/by/4.0/,1,2015,0003-682X,240,Elsevier BV,Applied Acoustics
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2015,0003-682X,240,Elsevier BV,Applied Acoustics
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2015,0003-682X,240,Elsevier BV,Applied Acoustics
NA,NA,2015,0003-6846,528,Informa UK Limited,Applied Economics
http://www.springer.com/tdm,21,2015,0003-6862,68,Springer Nature,Applied Entomology and Zoology
http://www.elsevier.com/tdm/userlicense/1.0/,196,2015,0003-6870,196,Elsevier BV,Applied Ergonomics
http://creativecommons.org/licenses/by/4.0/,1,2015,0003-6870,196,Elsevier BV,Applied Ergonomics
https://publishing.aip.org/authors/rights-and-permissions,146,2015,0003-6951,3523,AIP Publishing,Applied Physics Letters
http://creativecommons.org/licenses/by/3.0/,108,2015,0003-6951,3523,AIP Publishing,Applied Physics Letters
http://creativecommons.org/licenses/by/4.0/,1,2015,0003-6951,3523,AIP Publishing,Applied Physics Letters
NA,NA,2015,0003-7028,227,SAGE Publications,Applied Spectroscopy
http://doi.wiley.com/10.1002/tdm_license_1.1,69,2015,0003-813X,71,Wiley-Blackwell,Archaeometry
http://onlinelibrary.wiley.com/termsAndConditions,2,2015,0003-813X,71,Wiley-Blackwell,Archaeometry
http://doi.wiley.com/10.1002/tdm_license_1,2,2015,0003-813X,71,Wiley-Blackwell,Archaeometry
NA,NA,2015,0003-8628,35,Informa UK Limited,Architectural Science Review
http://www.springer.com/tdm,16,2015,0003-889X,134,Springer Nature,Archiv der Mathematik
http://www.springer.com/tdm,8,2015,0003-9519,22,Springer Nature,Archive for History of Exact Sciences
http://www.springer.com/tdm,61,2015,0003-9527,117,Springer Nature,Archive for Rational Mechanics and Analysis
http://www.elsevier.com/tdm/userlicense/1.0/,260,2015,0003-9861,260,Elsevier BV,Archives of Biochemistry and Biophysics
http://creativecommons.org/licenses/by-nc-nd/4.0/,14,2015,0003-9861,260,Elsevier BV,Archives of Biochemistry and Biophysics
http://www.elsevier.com/open-access/userlicense/1.0/,5,2015,0003-9861,260,Elsevier BV,Archives of Biochemistry and Biophysics
http://creativecommons.org/licenses/by/4.0/,3,2015,0003-9861,260,Elsevier BV,Archives of Biochemistry and Biophysics
http://creativecommons.org/licenses/by/3.0/,1,2015,0003-9861,260,Elsevier BV,Archives of Biochemistry and Biophysics
NA,NA,2015,0003-9888,1035,BMJ,Archives of Disease in Childhood
http://www.elsevier.com/tdm/userlicense/1.0/,900,2015,0003-9993,900,Elsevier BV,Archives of Physical Medicine and Rehabilitation
http://creativecommons.org/licenses/by-nc-nd/4.0/,8,2015,0003-9993,900,Elsevier BV,Archives of Physical Medicine and Rehabilitation
http://www.springer.com/tdm,116,2015,0004-0002,231,Springer Nature,Archives of Sexual Behavior
http://creativecommons.org/licenses/by/4.0,2,2015,0004-0002,231,Springer Nature,Archives of Sexual Behavior
http://www.springer.com/tdm,15,2015,0004-069X,51,Springer Nature,Archivum Immunologiae et Therapiae Experimentalis
http://creativecommons.org/licenses/by/4.0,3,2015,0004-069X,51,Springer Nature,Archivum Immunologiae et Therapiae Experimentalis
NA,NA,2015,0004-3591,NA,NA,NA
NA,NA,2015,0004-5608,64,Informa UK Limited,Annals of the Association of American Geographers
NA,NA,2015,0004-5632,118,SAGE Publications,Annals of Clinical Biochemistry
NA,NA,2015,0004-6361,1808,EDP Sciences,Astronomy & Astrophysics
http://www.springer.com/tdm,49,2015,0004-640X,419,Springer Nature,Astrophysics and Space Science
NA,NA,2015,0004-8674,270,SAGE Publications,Australian & New Zealand Journal of Psychiatry
http://www.elsevier.com/tdm/userlicense/1.0/,450,2015,0005-1098,450,Elsevier BV,Automatica
http://creativecommons.org/licenses/by-nc-nd/4.0/,17,2015,0005-1098,450,Elsevier BV,Automatica
http://creativecommons.org/licenses/by/4.0/,2,2015,0005-1098,450,Elsevier BV,Automatica
http://www.elsevier.com/open-access/userlicense/1.0/,1,2015,0005-1098,450,Elsevier BV,Automatica
http://creativecommons.org/licenses/by/3.0/,1,2015,0005-1098,450,Elsevier BV,Automatica
http://www.elsevier.com/tdm/userlicense/1.0/,167,2015,0005-2728,167,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Bioenergetics
http://www.elsevier.com/open-access/userlicense/1.0/,159,2015,0005-2728,167,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Bioenergetics
http://creativecommons.org/licenses/by/4.0/,4,2015,0005-2728,167,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Bioenergetics
http://creativecommons.org/licenses/by-nc-nd/4.0/,3,2015,0005-2728,167,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Bioenergetics
http://creativecommons.org/licenses/by/3.0/,1,2015,0005-2728,167,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Bioenergetics
http://www.elsevier.com/tdm/userlicense/1.0/,356,2015,0005-2736,356,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Biomembranes
http://www.elsevier.com/open-access/userlicense/1.0/,339,2015,0005-2736,356,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Biomembranes
http://creativecommons.org/licenses/by-nc-nd/4.0/,8,2015,0005-2736,356,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Biomembranes
http://creativecommons.org/licenses/by/4.0/,4,2015,0005-2736,356,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Biomembranes
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2015,0005-2736,356,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Biomembranes
http://creativecommons.org/licenses/by/3.0/,2,2015,0005-2736,356,Elsevier BV,Biochimica et Biophysica Acta (BBA) - Biomembranes
http://www.elsevier.com/tdm/userlicense/1.0/,77,2015,0005-7894,77,Elsevier BV,Behavior Therapy
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2015,0005-7894,77,Elsevier BV,Behavior Therapy
http://www.elsevier.com/tdm/userlicense/1.0/,109,2015,0005-7916,109,Elsevier BV,Journal of Behavior Therapy and Experimental Psychiatry
http://creativecommons.org/licenses/by/4.0/,2,2015,0005-7916,109,Elsevier BV,Journal of Behavior Therapy and Experimental Psychiatry
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2015,0005-7916,109,Elsevier BV,Journal of Behavior Therapy and Experimental Psychiatry
http://creativecommons.org/licenses/by/3.0/,1,2015,0005-7916,109,Elsevier BV,Journal of Behavior Therapy and Experimental Psychiatry
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2015,0005-7916,109,Elsevier BV,Journal of Behavior Therapy and Experimental Psychiatry
NA,NA,2015,0005-7959,97,Brill Academic Publishers,Behaviour
http://www.elsevier.com/tdm/userlicense/1.0/,150,2015,0005-7967,150,Elsevier BV,Behaviour Research and Therapy
http://creativecommons.org/licenses/by-nc-nd/4.0/,7,2015,0005-7967,150,Elsevier BV,Behaviour Research and Therapy
http://creativecommons.org/licenses/by/4.0/,5,2015,0005-7967,150,Elsevier BV,Behaviour Research and Therapy
http://creativecommons.org/licenses/by/3.0/,1,2015,0005-7967,150,Elsevier BV,Behaviour Research and Therapy
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2015,0005-7967,150,Elsevier BV,Behaviour Research and Therapy
http://www.springer.com/tdm,4,2015,0005-8912,104,Springer Nature,BHM Berg- und Hüttenmännische Monatshefte
http://www.elsevier.com/tdm/userlicense/1.0/,1953,2015,0006-291X,1953,Elsevier BV,Biochemical and Biophysical Research Communications
http://creativecommons.org/licenses/by-nc-nd/4.0/,88,2015,0006-291X,1953,Elsevier BV,Biochemical and Biophysical Research Communications
http://creativecommons.org/licenses/by/4.0/,24,2015,0006-291X,1953,Elsevier BV,Biochemical and Biophysical Research Communications
http://www.elsevier.com/open-access/userlicense/1.0/,4,2015,0006-291X,1953,Elsevier BV,Biochemical and Biophysical Research Communications
http://creativecommons.org/licenses/by/3.0/,4,2015,0006-291X,1953,Elsevier BV,Biochemical and Biophysical Research Communications
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2015,0006-291X,1953,Elsevier BV,Biochemical and Biophysical Research Communications
http://www.elsevier.com/tdm/userlicense/1.0/,339,2015,0006-2952,339,Elsevier BV,Biochemical Pharmacology
http://creativecommons.org/licenses/by/4.0/,8,2015,0006-2952,339,Elsevier BV,Biochemical Pharmacology
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2015,0006-2952,339,Elsevier BV,Biochemical Pharmacology
http://www.elsevier.com/open-access/userlicense/1.0/,1,2015,0006-2952,339,Elsevier BV,Biochemical Pharmacology
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,117,2015,0006-2960,741,American Chemical Society (ACS),Biochemistry
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,4,2015,0006-2960,741,American Chemical Society (ACS),Biochemistry
http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,1,2015,0006-2960,741,American Chemical Society (ACS),Biochemistry
http://www.elsevier.com/tdm/userlicense/1.0/,455,2015,0006-3207,455,Elsevier BV,Biological Conservation
http://creativecommons.org/licenses/by-nc-nd/4.0/,30,2015,0006-3207,455,Elsevier BV,Biological Conservation
http://creativecommons.org/licenses/by/4.0/,10,2015,0006-3207,455,Elsevier BV,Biological Conservation
http://creativecommons.org/licenses/by-nc-nd/3.0/,5,2015,0006-3207,455,Elsevier BV,Biological Conservation
http://www.elsevier.com/open-access/userlicense/1.0/,2,2015,0006-3207,455,Elsevier BV,Biological Conservation
http://creativecommons.org/licenses/by/3.0/,2,2015,0006-3207,455,Elsevier BV,Biological Conservation
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2015,0006-3207,455,Elsevier BV,Biological Conservation
http://www.elsevier.com/tdm/userlicense/1.0/,425,2015,0006-3223,425,Elsevier BV,Biological Psychiatry
http://creativecommons.org/licenses/by-nc-nd/4.0/,10,2015,0006-3223,425,Elsevier BV,Biological Psychiatry
http://creativecommons.org/licenses/by/4.0/,6,2015,0006-3223,425,Elsevier BV,Biological Psychiatry
http://creativecommons.org/licenses/by/3.0/,2,2015,0006-3223,425,Elsevier BV,Biological Psychiatry
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2015,0006-3223,425,Elsevier BV,Biological Psychiatry
http://doi.wiley.com/10.1002/tdm_license_1.1,182,2015,0006-341X,182,Wiley-Blackwell,Biometrics
http://onlinelibrary.wiley.com/termsAndConditions,11,2015,0006-341X,182,Wiley-Blackwell,Biometrics
NA,NA,2015,0006-3444,72,Oxford University Press (OUP),Biometrika
http://www.elsevier.com/tdm/userlicense/1.0/,3811,2015,0006-3495,3811,Elsevier BV,Biophysical Journal
http://www.elsevier.com/open-access/userlicense/1.0/,3727,2015,0006-3495,3811,Elsevier BV,Biophysical Journal
http://creativecommons.org/licenses/by-nc-nd/4.0/,32,2015,0006-3495,3811,Elsevier BV,Biophysical Journal
http://creativecommons.org/licenses/by/4.0/,25,2015,0006-3495,3811,Elsevier BV,Biophysical Journal
http://creativecommons.org/licenses/by/3.0/,2,2015,0006-3495,3811,Elsevier BV,Biophysical Journal
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2015,0006-3495,3811,Elsevier BV,Biophysical Journal
http://doi.wiley.com/10.1002/tdm_license_1.1,174,2015,0006-3525,174,Wiley-Blackwell,Biopolymers
NA,NA,2015,0006-3568,201,Oxford University Press (OUP),BioScience
http://doi.wiley.com/10.1002/tdm_license_1.1,379,2015,0006-3592,402,Wiley-Blackwell,Biotechnology and Bioengineering
http://doi.wiley.com/10.1002/tdm_license_1,23,2015,0006-3592,402,Wiley-Blackwell,Biotechnology and Bioengineering
http://onlinelibrary.wiley.com/termsAndConditions,22,2015,0006-3592,402,Wiley-Blackwell,Biotechnology and Bioengineering
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2015,0006-3592,402,Wiley-Blackwell,Biotechnology and Bioengineering
NA,NA,2015,0006-3657,61,Informa UK Limited,Bird Study
http://www.springer.com/tdm,45,2015,0006-3835,58,Springer Nature,BIT Numerical Mathematics
http://creativecommons.org/licenses/by/4.0,2,2015,0006-3835,58,Springer Nature,BIT Numerical Mathematics
NA,NA,2015,0006-4971,1166,American Society of Hematology,Blood
http://www.springer.com/tdm,41,2015,0006-8314,125,Springer Nature,Boundary-Layer Meteorology
http://creativecommons.org/licenses/by/4.0,2,2015,0006-8314,125,Springer Nature,Boundary-Layer Meteorology
NA,NA,2015,0006-8950,405,Oxford University Press (OUP),Brain
http://www.elsevier.com/tdm/userlicense/1.0/,721,2015,0006-8993,721,Elsevier BV,Brain Research
http://creativecommons.org/licenses/by-nc-nd/4.0/,28,2015,0006-8993,721,Elsevier BV,Brain Research
http://www.elsevier.com/open-access/userlicense/1.0/,6,2015,0006-8993,721,Elsevier BV,Brain Research
http://creativecommons.org/licenses/by/4.0/,5,2015,0006-8993,721,Elsevier BV,Brain Research
http://creativecommons.org/licenses/by-nc-nd/3.0/,4,2015,0006-8993,721,Elsevier BV,Brain Research
http://creativecommons.org/licenses/by/3.0/,2,2015,0006-8993,721,Elsevier BV,Brain Research
NA,NA,2015,0007-0610,1010,Springer Nature,BDJ
NA,NA,2015,0007-0874,111,Cambridge University Press (CUP),The British Journal for the History of Science
NA,NA,2015,0007-0882,56,Oxford University Press (OUP),The British Journal for the Philosophy of Science
NA,NA,2015,0007-0912,589,Oxford University Press (OUP),British Journal of Anaesthesia
NA,NA,2015,0007-0920,475,Springer Nature,British Journal of Cancer
NA,NA,2015,0007-0955,145,Oxford University Press (OUP),British Journal of Criminology
http://doi.wiley.com/10.1002/tdm_license_1.1,815,2015,0007-0963,815,Wiley-Blackwell,British Journal of Dermatology
NA,NA,2015,0007-1005,63,Informa UK Limited,British Journal of Educational Studies
http://doi.wiley.com/10.1002/tdm_license_1.1,505,2015,0007-1048,535,Wiley-Blackwell,British Journal of Haematology
http://doi.wiley.com/10.1002/tdm_license_1,30,2015,0007-1048,535,Wiley-Blackwell,British Journal of Haematology
http://onlinelibrary.wiley.com/termsAndConditions,29,2015,0007-1048,535,Wiley-Blackwell,British Journal of Haematology
http://creativecommons.org/licenses/by/4.0/,1,2015,0007-1048,535,Wiley-Blackwell,British Journal of Haematology
NA,NA,2015,0007-1145,589,Cambridge University Press (CUP),British Journal of Nutrition
NA,NA,2015,0007-1161,406,BMJ,British Journal of Ophthalmology
http://doi.wiley.com/10.1002/tdm_license_1.1,422,2015,0007-1188,422,Wiley-Blackwell,British Journal of Pharmacology
http://onlinelibrary.wiley.com/termsAndConditions#vor,2,2015,0007-1188,422,Wiley-Blackwell,British Journal of Pharmacology
http://creativecommons.org/licenses/by/4.0/,1,2015,0007-1188,422,Wiley-Blackwell,British Journal of Pharmacology
NA,NA,2015,0007-1234,61,Cambridge University Press (CUP),British Journal of Political Science
NA,NA,2015,0007-1250,381,Royal College of Psychiatrists,The British Journal of Psychiatry
NA,NA,2015,0007-1285,306,British Institute of Radiology,The British Journal of Radiology
http://doi.wiley.com/10.1002/tdm_license_1.1,288,2015,0007-1323,288,Wiley-Blackwell,British Journal of Surgery
NA,NA,2015,0007-1420,55,Oxford University Press (OUP),British Medical Bulletin
NA,NA,2015,0007-1773,38,Informa UK Limited,Journal of the British Society for Phenomenology
http://www.elsevier.com/tdm/userlicense/1.0/,47,2015,0007-4497,47,Elsevier BV,Bulletin des Sciences Mathématiques
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2015,0007-4497,47,Elsevier BV,Bulletin des Sciences Mathématiques
NA,NA,2015,0007-4853,105,Cambridge University Press (CUP),Bulletin of Entomological Research
http://www.springer.com/tdm,53,2015,0007-4861,267,Springer Nature,Bulletin of Environmental Contamination and Toxicology
NA,NA,2015,0008-3674,193,Canadian Science Publishing,Canadian Geotechnical Journal
NA,NA,2015,0008-4476,75,Mineralogical Association of Canada,The Canadian Mineralogist
http://doi.wiley.com/10.1002/tdm_license_1.1,631,2015,0008-543X,631,Wiley-Blackwell,Cancer
NA,NA,2015,0008-5472,8463,American Association for Cancer Research (AACR),Cancer Research
http://www.elsevier.com/tdm/userlicense/1.0/,320,2015,0008-6215,320,Elsevier BV,Carbohydrate Research
http://creativecommons.org/licenses/by/4.0/,3,2015,0008-6215,320,Elsevier BV,Carbohydrate Research
http://creativecommons.org/licenses/by-nc-nd/4.0/,3,2015,0008-6215,320,Elsevier BV,Carbohydrate Research
http://creativecommons.org/licenses/by/3.0/,2,2015,0008-6215,320,Elsevier BV,Carbohydrate Research
http://www.elsevier.com/tdm/userlicense/1.0/,1061,2015,0008-6223,1061,Elsevier BV,Carbon
http://creativecommons.org/licenses/by-nc-nd/4.0/,50,2015,0008-6223,1061,Elsevier BV,Carbon
http://www.elsevier.com/open-access/userlicense/1.0/,19,2015,0008-6223,1061,Elsevier BV,Carbon
http://creativecommons.org/licenses/by/4.0/,9,2015,0008-6223,1061,Elsevier BV,Carbon
http://creativecommons.org/licenses/by/3.0/,2,2015,0008-6223,1061,Elsevier BV,Carbon
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2015,0008-6223,1061,Elsevier BV,Carbon
NA,NA,2015,0008-6363,280,Oxford University Press (OUP),Cardiovascular Research
http://www.elsevier.com/tdm/userlicense/1.0/,119,2015,0008-8749,119,Elsevier BV,Cellular Immunology
http://creativecommons.org/licenses/by-nc-nd/4.0/,5,2015,0008-8749,119,Elsevier BV,Cellular Immunology
http://www.elsevier.com/open-access/userlicense/1.0/,2,2015,0008-8749,119,Elsevier BV,Cellular Immunology
