journal_title,publisher,year,yearly_jn_volume,license,license_ref_n,yearly_publisher_volume
Immunology and Cell Biology,Wiley,2017,110,http://creativecommons.org/licenses/by-nc-sa/4.0,5,110730
Immunology and Cell Biology,Wiley,2017,110,http://creativecommons.org/licenses/by/4.0,2,110730
Immunology and Cell Biology,Wiley,2013,110,http://creativecommons.org/licenses/by-nc-nd/3.0,4,99550
Immunology and Cell Biology,Wiley,2018,74,http://creativecommons.org/licenses/by-nc-nd/4.0,3,49018
Immunology and Cell Biology,Wiley,2018,74,http://creativecommons.org/licenses/by/4.0,6,49018
Journal of Transport & Health,Elsevier BV,2017,438,http://creativecommons.org/licenses/by-nc-nd/4.0,3,390927
Journal of Transport & Health,Elsevier BV,2017,438,http://creativecommons.org/licenses/by/4.0,8,390927
Journal of Transport & Health,Elsevier BV,2015,224,http://creativecommons.org/licenses/by-nc-nd/3.0,1,357226
Journal of Transport & Health,Elsevier BV,2015,224,http://creativecommons.org/licenses/by/3.0,3,357226
Journal of Transport & Health,Elsevier BV,2015,224,http://creativecommons.org/licenses/by/4.0,6,357226
Journal of Transport & Health,Elsevier BV,2016,189,http://creativecommons.org/licenses/by-nc-nd/4.0,1,375061
Journal of Transport & Health,Elsevier BV,2016,189,http://creativecommons.org/licenses/by/4.0,4,375061
Journal of Transport & Health,Elsevier BV,2018,80,http://creativecommons.org/licenses/by-nc-nd/4.0,6,247544
Journal of Transport & Health,Elsevier BV,2018,80,http://creativecommons.org/licenses/by/4.0,3,247544
Journal of Transport & Health,Elsevier BV,2014,54,http://creativecommons.org/licenses/by-nc-nd/3.0,3,343804
Journal of Transport & Health,Elsevier BV,2014,54,http://creativecommons.org/licenses/by/3.0,2,343804
British Journal of Clinical Pharmacology,Wiley,2016,361,http://creativecommons.org/licenses/by-nc-nd/4.0,9,108415
British Journal of Clinical Pharmacology,Wiley,2016,361,http://creativecommons.org/licenses/by-nc/4.0,1,108415
British Journal of Clinical Pharmacology,Wiley,2016,361,http://creativecommons.org/licenses/by/4.0,1,108415
British Journal of Clinical Pharmacology,Wiley,2015,338,NA,NA,104299
British Journal of Clinical Pharmacology,Wiley,2013,297,NA,NA,99550
British Journal of Clinical Pharmacology,Wiley,2017,289,http://creativecommons.org/licenses/by-nc-nd/4.0,20,110730
British Journal of Clinical Pharmacology,Wiley,2017,289,http://creativecommons.org/licenses/by-nc/4.0,13,110730
British Journal of Clinical Pharmacology,Wiley,2017,289,http://creativecommons.org/licenses/by/4.0,3,110730
British Journal of Clinical Pharmacology,Wiley,2014,282,NA,NA,102177
British Journal of Clinical Pharmacology,Wiley,2018,172,http://creativecommons.org/licenses/by-nc-nd/4.0,5,49018
British Journal of Clinical Pharmacology,Wiley,2018,172,http://creativecommons.org/licenses/by-nc/4.0,9,49018
British Journal of Clinical Pharmacology,Wiley,2018,172,http://creativecommons.org/licenses/by/4.0,1,49018
Journal of the American College of Cardiology,Elsevier BV,2017,5769,http://creativecommons.org/licenses/by-nc-nd/4.0,34,390927
Journal of the American College of Cardiology,Elsevier BV,2017,5769,http://creativecommons.org/licenses/by/4.0,13,390927
Journal of the American College of Cardiology,Elsevier BV,2014,5682,http://creativecommons.org/licenses/by-nc-nd/4.0,9,343804
Journal of the American College of Cardiology,Elsevier BV,2014,5682,http://creativecommons.org/licenses/by/4.0,5,343804
Journal of the American College of Cardiology,Elsevier BV,2015,5529,http://creativecommons.org/licenses/by-nc-nd/4.0,19,357226
Journal of the American College of Cardiology,Elsevier BV,2015,5529,http://creativecommons.org/licenses/by/4.0,10,357226
Journal of the American College of Cardiology,Elsevier BV,2016,5463,http://creativecommons.org/licenses/by-nc-nd/4.0,23,375061
Journal of the American College of Cardiology,Elsevier BV,2016,5463,http://creativecommons.org/licenses/by/4.0,13,375061
Journal of the American College of Cardiology,Elsevier BV,2013,4681,http://creativecommons.org/licenses/by-nc-nd/4.0,4,332602
Journal of the American College of Cardiology,Elsevier BV,2013,4681,http://creativecommons.org/licenses/by/4.0,3,332602
Journal of the American College of Cardiology,Elsevier BV,2018,3551,http://creativecommons.org/licenses/by-nc-nd/4.0,12,247544
Journal of the American College of Cardiology,Elsevier BV,2018,3551,http://creativecommons.org/licenses/by/4.0,6,247544
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2014,299,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,1,42291
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2014,299,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,7,42291
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2013,296,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,3,40427
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2017,284,http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,3,47909
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2017,284,http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,1,47909
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2017,284,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,7,47909
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2016,270,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,10,44465
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2015,268,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,5,41087
ACS Medicinal Chemistry Letters,American Chemical Society (ACS),2018,131,http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,3,21042
Acta Neurologica Scandinavica,Wiley,2015,191,NA,NA,104299
Acta Neurologica Scandinavica,Wiley,2016,175,http://creativecommons.org/licenses/by-nc-nd/4.0,1,108415
Acta Neurologica Scandinavica,Wiley,2016,175,http://creativecommons.org/licenses/by-nc/4.0,4,108415
Acta Neurologica Scandinavica,Wiley,2016,175,http://creativecommons.org/licenses/by/4.0,1,108415
Acta Neurologica Scandinavica,Wiley,2017,163,http://creativecommons.org/licenses/by-nc/4.0,3,110730
Acta Neurologica Scandinavica,Wiley,2017,163,http://creativecommons.org/licenses/by/4.0,1,110730
Acta Neurologica Scandinavica,Wiley,2013,144,NA,NA,99550
Acta Neurologica Scandinavica,Wiley,2014,124,NA,NA,102177
Acta Neurologica Scandinavica,Wiley,2018,80,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
Acta Neurologica Scandinavica,Wiley,2018,80,http://creativecommons.org/licenses/by-nc/4.0,1,49018
Acta Neurologica Scandinavica,Wiley,2018,80,http://creativecommons.org/licenses/by/4.0,1,49018
Journal of Pediatric Endocrinology and Metabolism,Walter de Gruyter GmbH,2014,235,NA,NA,671
Journal of Pediatric Endocrinology and Metabolism,Walter de Gruyter GmbH,2016,227,NA,NA,615
Journal of Pediatric Endocrinology and Metabolism,Walter de Gruyter GmbH,2013,219,NA,NA,676
Journal of Pediatric Endocrinology and Metabolism,Walter de Gruyter GmbH,2015,211,NA,NA,603
Journal of Pediatric Endocrinology and Metabolism,Walter de Gruyter GmbH,2017,208,NA,NA,573
Journal of Pediatric Endocrinology and Metabolism,Walter de Gruyter GmbH,2018,107,http://creativecommons.org/licenses/by-nc-nd/4.0,1,231
Health Expectations,Wiley,2014,156,NA,NA,102177
Health Expectations,Wiley,2013,119,NA,NA,99550
Health Expectations,Wiley,2015,109,http://creativecommons.org/licenses/by/4.0,5,104299
Health Expectations,Wiley,2016,86,http://creativecommons.org/licenses/by/4.0,73,108415
Journal of Child Psychology and Psychiatry,Wiley,2014,182,NA,NA,102177
Journal of Child Psychology and Psychiatry,Wiley,2017,176,http://creativecommons.org/licenses/by-nc-nd/4.0,3,110730
Journal of Child Psychology and Psychiatry,Wiley,2017,176,http://creativecommons.org/licenses/by-nc/4.0,6,110730
Journal of Child Psychology and Psychiatry,Wiley,2017,176,http://creativecommons.org/licenses/by/4.0,19,110730
Journal of Child Psychology and Psychiatry,Wiley,2016,166,http://creativecommons.org/licenses/by-nc-nd/4.0,2,108415
Journal of Child Psychology and Psychiatry,Wiley,2016,166,http://creativecommons.org/licenses/by-nc/4.0,1,108415
Journal of Child Psychology and Psychiatry,Wiley,2016,166,http://creativecommons.org/licenses/by/4.0,8,108415
Journal of Child Psychology and Psychiatry,Wiley,2013,155,NA,NA,99550
Journal of Child Psychology and Psychiatry,Wiley,2015,131,http://creativecommons.org/licenses/by/4.0,1,104299
Journal of Child Psychology and Psychiatry,Wiley,2018,70,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
Journal of Child Psychology and Psychiatry,Wiley,2018,70,http://creativecommons.org/licenses/by-nc/4.0,3,49018
Journal of Child Psychology and Psychiatry,Wiley,2018,70,http://creativecommons.org/licenses/by/4.0,9,49018
Clinical Genetics,Wiley,2013,306,NA,NA,99550
Clinical Genetics,Wiley,2017,225,http://creativecommons.org/licenses/by-nc-nd/4.0,5,110730
Clinical Genetics,Wiley,2017,225,http://creativecommons.org/licenses/by-nc/4.0,1,110730
Clinical Genetics,Wiley,2017,225,http://creativecommons.org/licenses/by/4.0,5,110730
Clinical Genetics,Wiley,2016,215,http://creativecommons.org/licenses/by-nc-nd/4.0,1,108415
Clinical Genetics,Wiley,2016,215,http://creativecommons.org/licenses/by-nc/4.0,1,108415
Clinical Genetics,Wiley,2016,215,http://creativecommons.org/licenses/by/4.0,2,108415
Clinical Genetics,Wiley,2014,212,NA,NA,102177
Clinical Genetics,Wiley,2018,156,http://creativecommons.org/licenses/by-nc-nd/4.0,3,49018
Clinical Genetics,Wiley,2018,156,http://creativecommons.org/licenses/by-nc/4.0,1,49018
Clinical Genetics,Wiley,2018,156,http://creativecommons.org/licenses/by/4.0,3,49018
Clinical Genetics,Wiley,2015,142,NA,NA,104299
Prenatal Diagnosis,Wiley,2013,256,NA,NA,99550
Prenatal Diagnosis,Wiley,2014,237,NA,NA,102177
Prenatal Diagnosis,Wiley,2017,227,http://creativecommons.org/licenses/by-nc-nd/4.0,5,110730
Prenatal Diagnosis,Wiley,2017,227,http://creativecommons.org/licenses/by-nc/4.0,3,110730
Prenatal Diagnosis,Wiley,2017,227,http://creativecommons.org/licenses/by/4.0,8,110730
Prenatal Diagnosis,Wiley,2016,221,http://creativecommons.org/licenses/by-nc-nd/4.0,1,108415
Prenatal Diagnosis,Wiley,2016,221,http://creativecommons.org/licenses/by/4.0,4,108415
Prenatal Diagnosis,Wiley,2015,205,NA,NA,104299
Prenatal Diagnosis,Wiley,2018,92,http://creativecommons.org/licenses/by/4.0,1,49018
PROTEOMICS - Clinical Applications,Wiley,2015,157,NA,NA,104299
PROTEOMICS - Clinical Applications,Wiley,2016,145,http://creativecommons.org/licenses/by-nc-nd/4.0,1,108415
PROTEOMICS - Clinical Applications,Wiley,2014,117,NA,NA,102177
PROTEOMICS - Clinical Applications,Wiley,2013,114,NA,NA,99550
PROTEOMICS - Clinical Applications,Wiley,2017,100,http://creativecommons.org/licenses/by/4.0,4,110730
PROTEOMICS - Clinical Applications,Wiley,2018,56,http://creativecommons.org/licenses/by/4.0,4,49018
International Journal of Eating Disorders,Wiley,2017,160,http://creativecommons.org/licenses/by/4.0,2,110730
International Journal of Eating Disorders,Wiley,2013,157,NA,NA,99550
International Journal of Eating Disorders,Wiley,2016,148,http://creativecommons.org/licenses/by-nc-nd/4.0,1,108415
International Journal of Eating Disorders,Wiley,2014,136,NA,NA,102177
International Journal of Eating Disorders,Wiley,2015,119,NA,NA,104299
International Journal of Eating Disorders,Wiley,2018,69,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
International Journal of Eating Disorders,Wiley,2018,69,http://creativecommons.org/licenses/by/4.0,1,49018
European Journal of Heart Failure,Wiley,2017,363,http://creativecommons.org/licenses/by-nc-nd/4.0,3,110730
European Journal of Heart Failure,Wiley,2017,363,http://creativecommons.org/licenses/by-nc/4.0,5,110730
European Journal of Heart Failure,Wiley,2017,363,http://creativecommons.org/licenses/by/4.0,3,110730
European Journal of Heart Failure,Wiley,2016,293,http://creativecommons.org/licenses/by-nc-nd/3.0,1,108415
European Journal of Heart Failure,Wiley,2016,293,http://creativecommons.org/licenses/by-nc-nd/4.0,6,108415
European Journal of Heart Failure,Wiley,2016,293,http://creativecommons.org/licenses/by-nc/4.0,1,108415
European Journal of Heart Failure,Wiley,2016,293,http://creativecommons.org/licenses/by/4.0,1,108415
European Journal of Heart Failure,Wiley,2013,256,NA,NA,99550
European Journal of Heart Failure,Wiley,2015,198,NA,NA,104299
European Journal of Heart Failure,Wiley,2014,189,NA,NA,102177
European Journal of Heart Failure,Wiley,2018,107,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
European Journal of Heart Failure,Wiley,2018,107,http://creativecommons.org/licenses/by-nc/4.0,3,49018
European Journal of Heart Failure,Wiley,2018,107,http://creativecommons.org/licenses/by/4.0,1,49018
Respirology,Wiley,2017,990,http://creativecommons.org/licenses/by-nc-nd/4.0,2,110730
Respirology,Wiley,2017,990,http://creativecommons.org/licenses/by-nc/4.0,5,110730
Respirology,Wiley,2017,990,http://creativecommons.org/licenses/by/4.0,1,110730
Respirology,Wiley,2013,336,NA,NA,99550
Respirology,Wiley,2015,325,NA,NA,104299
Respirology,Wiley,2016,302,http://creativecommons.org/licenses/by-nc-nd/4.0,2,108415
Respirology,Wiley,2016,302,http://creativecommons.org/licenses/by-nc/4.0,1,108415
Respirology,Wiley,2016,302,http://creativecommons.org/licenses/by/4.0,1,108415
Respirology,Wiley,2014,289,NA,NA,102177
Respirology,Wiley,2018,92,NA,NA,49018
Liver International,Wiley,2013,382,NA,NA,99550
Liver International,Wiley,2017,330,http://creativecommons.org/licenses/by-nc-nd/4.0,4,110730
Liver International,Wiley,2017,330,http://creativecommons.org/licenses/by-nc/4.0,5,110730
Liver International,Wiley,2017,330,http://creativecommons.org/licenses/by/4.0,2,110730
Liver International,Wiley,2014,301,NA,NA,102177
Liver International,Wiley,2016,289,http://creativecommons.org/licenses/by-nc-nd/4.0,3,108415
Liver International,Wiley,2016,289,http://creativecommons.org/licenses/by-nc/4.0,1,108415
Liver International,Wiley,2016,289,http://creativecommons.org/licenses/by/4.0,1,108415
Liver International,Wiley,2015,277,NA,NA,104299
Liver International,Wiley,2018,156,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
Liver International,Wiley,2018,156,http://creativecommons.org/licenses/by-nc/4.0,2,49018
Diabetic Medicine,Wiley,2013,349,NA,NA,99550
Diabetic Medicine,Wiley,2016,343,http://creativecommons.org/licenses/by-nc-nd/4.0,7,108415
Diabetic Medicine,Wiley,2016,343,http://creativecommons.org/licenses/by-nc/4.0,6,108415
Diabetic Medicine,Wiley,2016,343,http://creativecommons.org/licenses/by/4.0,1,108415
Diabetic Medicine,Wiley,2015,335,http://creativecommons.org/licenses/by-nc-nd/4.0,3,104299
Diabetic Medicine,Wiley,2015,335,http://creativecommons.org/licenses/by-nc/4.0,1,104299
Diabetic Medicine,Wiley,2015,335,http://creativecommons.org/licenses/by/4.0,4,104299
Diabetic Medicine,Wiley,2017,330,http://creativecommons.org/licenses/by-nc-nd/4.0,8,110730
Diabetic Medicine,Wiley,2017,330,http://creativecommons.org/licenses/by-nc/4.0,10,110730
Diabetic Medicine,Wiley,2017,330,http://creativecommons.org/licenses/by-nd/4.0,1,110730
Diabetic Medicine,Wiley,2017,330,http://creativecommons.org/licenses/by/4.0,11,110730
Diabetic Medicine,Wiley,2014,301,NA,NA,102177
Diabetic Medicine,Wiley,2018,222,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
Diabetic Medicine,Wiley,2018,222,http://creativecommons.org/licenses/by-nc/4.0,10,49018
Neuropathology and Applied Neurobiology,Wiley,2015,122,NA,NA,104299
Neuropathology and Applied Neurobiology,Wiley,2014,100,NA,NA,102177
Neuropathology and Applied Neurobiology,Wiley,2017,83,http://creativecommons.org/licenses/by-nc/4.0,1,110730
Neuropathology and Applied Neurobiology,Wiley,2017,83,http://creativecommons.org/licenses/by/4.0,7,110730
Neuropathology and Applied Neurobiology,Wiley,2013,83,NA,NA,99550
Neuropathology and Applied Neurobiology,Wiley,2018,63,http://creativecommons.org/licenses/by-nc-nd/4.0,2,49018
Neuropathology and Applied Neurobiology,Wiley,2018,63,http://creativecommons.org/licenses/by-nc/4.0,2,49018
Neuropathology and Applied Neurobiology,Wiley,2018,63,http://creativecommons.org/licenses/by/4.0,2,49018
Neuropathology and Applied Neurobiology,Wiley,2016,61,http://creativecommons.org/licenses/by/4.0,3,108415
European Journal of Cancer Care,Wiley,2016,200,http://creativecommons.org/licenses/by-nc-nd/4.0,5,108415
European Journal of Cancer Care,Wiley,2016,200,http://creativecommons.org/licenses/by-nc/4.0,1,108415
European Journal of Cancer Care,Wiley,2017,169,http://creativecommons.org/licenses/by-nc-nd/4.0,6,110730
European Journal of Cancer Care,Wiley,2017,169,http://creativecommons.org/licenses/by-nc/4.0,1,110730
European Journal of Cancer Care,Wiley,2017,169,http://creativecommons.org/licenses/by/4.0,1,110730
European Journal of Cancer Care,Wiley,2015,153,http://creativecommons.org/licenses/by-nc-nd/4.0,3,104299
European Journal of Cancer Care,Wiley,2015,153,http://creativecommons.org/licenses/by/4.0,1,104299
European Journal of Cancer Care,Wiley,2013,133,NA,NA,99550
European Journal of Cancer Care,Wiley,2014,106,NA,NA,102177
European Journal of Cancer Care,Wiley,2018,61,http://creativecommons.org/licenses/by-nc-nd/4.0,1,49018
European Journal of Cancer Care,Wiley,2018,61,http://creativecommons.org/licenses/by-nc/4.0,2,49018
European Journal of Cancer Care,Wiley,2018,61,http://creativecommons.org/licenses/by/4.0,2,49018
Ultrasound in Obstetrics & Gynecology,Wiley,2017,1672,http://creativecommons.org/licenses/by-nc-nd/4.0,3,110730
Ultrasound in Obstetrics & Gynecology,Wiley,2017,1672,http://creativecommons.org/licenses/by-nc/4.0,2,110730
Ultrasound in Obstetrics & Gynecology,Wiley,2017,1672,http://creativecommons.org/licenses/by/4.0,1,110730
Ultrasound in Obstetrics & Gynecology,Wiley,2014,1439,NA,NA,102177
Ultrasound in Obstetrics & Gynecology,Wiley,2015,993,NA,NA,104299
Ultrasound in Obstetrics & Gynecology,Wiley,2013,871,http://creativecommons.org/licenses/by-nc/4.0,1,99550
Ultrasound in Obstetrics & Gynecology,Wiley,2016,334,NA,NA,108415
Ultrasound in Obstetrics & Gynecology,Wiley,2018,217,http://creativecommons.org/licenses/by-nc-nd/4.0,1,49018
Ultrasound in Obstetrics & Gynecology,Wiley,2018,217,http://creativecommons.org/licenses/by-nc/4.0,1,49018
Ultrasound in Obstetrics & Gynecology,Wiley,2018,217,http://creativecommons.org/licenses/by/4.0,1,49018
